last_name, first_name,player_id,year,p_era,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,meatball_swing_percent,iz_contact_percent,whiff_percent,swing_percent,
Stroman, Marcus,573186,2019,3.22,65.2,14.6,28.8,42.6,56.6,80,84.5,24.4,45.1,
Ray, Robbie,592662,2019,4.34,64.3,23,30.3,48.8,50.2,74.7,75.7,32.6,45.4,
Syndergaard, Noah,592789,2019,4.28,70.6,19.7,30.5,43.7,55.3,76.1,79.3,26.8,50.8,
Rodriguez, Eduardo,593958,2019,3.81,67.6,20.5,30.4,39.4,60.6,76.2,79.4,27.4,46.4,
deGrom, Jacob,594798,2019,2.43,73.9,24,35.4,45.5,53.3,81,75,31.2,53.4,
Gonzales, Marco,594835,2019,3.99,65.7,14.1,29.8,26.1,73.7,77.3,85.2,18,47.7,
Junis, Jakob,596001,2019,5.24,65.1,12.6,27.6,43.6,56.2,77.4,87.3,22.6,45.3,
Musgrove, Joe,605397,2019,4.44,70.1,15.5,32.7,45,53.8,78.2,83.8,24.5,51.9,
Nola, Aaron,605400,2019,3.87,58.8,16.4,32.3,42.3,56.8,67.7,83.1,26.5,44.6,
Fried, Max,608331,2019,4.02,66.7,16.2,29.6,45.5,53.3,74.1,82.6,25.7,47.4,
Giolito, Lucas,608337,2019,3.41,68,26.3,27.6,50.4,48.7,81.6,73.7,32.4,49.6,
Marquez, German,608566,2019,4.76,67.1,15.4,30.5,52.9,46.9,81.2,83.3,26.5,49.5,
Eflin, Zach,621107,2019,4.13,66.2,14.7,30.3,31.6,67.4,80.1,84.7,20.2,47.8,
Buehler, Walker,621111,2019,3.26,66.3,19.8,32.5,42.6,56.3,78.2,79.9,26.7,50.3,
Berrios, Jose,621244,2019,3.68,64.5,16.6,33.6,36.2,63.6,69.6,82.7,23.3,49.1,
Castillo, Luis,622491,2019,3.40,68.5,24.5,32.3,52,47.2,76.2,74,35.5,47.3,
Lopez, Reynaldo,625643,2019,5.38,69.2,19,26.4,40.9,59.1,79.3,80.9,24.7,48.7,
Hudson, Dakota,641712,2019,3.35,65.7,13.6,25.1,46.8,52.4,75.9,85.2,23.6,44.2,
Keller, Brad,641745,2019,4.19,66.7,11,27.6,38.5,61.5,77.1,87.5,19.7,46,
Alcantara, Sandy,645261,2019,3.88,70,16.1,31.3,38.2,60,74.8,82.4,23.5,49.6,
Soroka, Mike,647336,2019,2.68,67.9,15.8,31.2,35.7,63.5,76.3,82.9,22.5,48.8,
Flaherty, Jack,656427,2019,2.75,67.4,22,29.8,49.4,50.2,74.4,77.6,30.7,48,
Lucchesi, Joey,664192,2019,4.18,67.1,15.7,27.4,44.7,54,81.8,83.1,25.3,45.3,
Bieber, Shane,669456,2019,3.28,65.4,16.8,32.6,54.9,44.6,70.6,83.1,30.6,47.8,
Colon, Bartolo,112526,2015,4.16,62.7,11.9,31.8,20.4,78.4,71.7,87,14.4,48.6,
Burnett, A.J.,150359,2015,3.18,64.9,10.4,26.7,45.1,51.7,80.9,86.9,21.1,45.1,
Buehrle, Mark,279824,2015,3.81,67.1,10.1,30.1,15.3,82.8,72.2,89.5,11.7,48.1,
Sabathia, CC,282332,2015,4.73,62.1,14.4,31.1,34.6,64.7,71.9,84.2,21.4,46.2,
Dickey, R.A.,285079,2015,3.91,67.8,16.8,28.2,27.1,72,77.3,82.9,19.5,49.4,
Lackey, John,407793,2015,2.77,68.3,13,30.4,38.4,60.5,78.9,85.2,20.1,50.7,
Lewis, Colby,407890,2015,4.66,65.2,12.3,29,35.3,64.2,73,87,19.6,46.8,
Harang, Aaron,421685,2015,4.86,68.5,12.1,28.4,28,70.5,72.9,87.3,16.9,48.1,
Greinke, Zack,425844,2015,1.66,69.2,17.9,31.8,41.9,57.4,81.3,80.8,26.8,48.1,
Haren, Dan,429717,2015,3.60,63.5,11.2,28.2,24.1,74.7,72.4,87.6,15.4,45.1,
Simon, Alfredo,430580,2015,5.05,66.1,11.9,28.4,33.6,65.8,75.8,87.2,18.6,46.8,
Hamels, Cole,430935,2015,3.65,69.2,18.3,32.5,48.5,49.9,76.2,80.7,28.1,50.6,
Kazmir, Scott,431148,2015,3.10,67.1,16.1,31,37.3,61.6,74.1,83.2,23.1,48.5,
Danks, John,433579,2015,4.71,67.5,15,28.2,31.9,67.6,72.7,84.4,19.9,48.1,
Hernandez, Felix,433587,2015,3.53,63.2,13.8,34.2,40.5,57.9,72.1,84.6,24.6,47,
Liriano, Francisco,434538,2015,3.38,64.4,18.6,31.5,53,44.8,70.1,79.3,32.9,44.9,
Jimenez, Ubaldo,434622,2015,4.11,59.1,14.5,26.7,34.5,64.8,65.1,84.3,21.2,41.9,
Hammel, Jason,434628,2015,3.74,66.3,16.9,31.3,40.2,58.7,69.7,81.5,24.7,48.2,
Kluber, Corey,446372,2015,3.49,67.4,17,34.6,46.5,52.2,76.1,81.9,26.9,51.1,
Shields, James,448306,2015,3.91,66.1,17.3,31.6,44.9,53.8,72.5,81.4,28.5,45.8,
Volquez, Edinson,450172,2015,3.55,62.7,15.7,29.4,36.1,62.9,72.8,83.4,22.3,45.7,
Gallardo, Yovani,451596,2015,3.42,65.2,11.6,24.2,28.1,71.7,77.8,88.2,16.9,42.2,
Lester, Jon,452657,2015,3.34,65.6,14.5,30.5,40.5,58.2,77.1,84.3,24.2,45.9,
Kennedy, Ian,453178,2015,4.28,67.2,18.7,28.6,38.2,61.4,76.3,80.2,24.9,46.9,
Scherzer, Max,453286,2015,2.79,72.5,25.4,33.9,44.7,53.8,81.3,73.8,30.7,55.2,
Arrieta, Jake,453562,2015,1.77,63,15.5,32.5,42.5,56.6,72.5,83,25,47.4,
Price, David,456034,2015,2.45,67.5,21.1,30.5,37.1,61.8,77.6,78.1,25.4,51,
Cueto, Johnny,456501,2015,3.44,68.7,15.9,33.9,31.9,66.8,78.3,82.8,21.8,49.9,
Happ, J.A.,457918,2015,3.61,65.3,15.3,26.4,31,67.4,76.7,83.5,19.8,45.8,
Lynn, Lance,458681,2015,3.03,71.8,15.6,27.7,31.9,67.5,80.8,83.2,21,46.9,
Pelfrey, Mike,460059,2015,4.26,66.8,9,25,26.4,72.4,80.7,89.8,13.9,45.4,
Gonzalez, Gio,461829,2015,3.79,64.6,14.9,28.8,38.2,59.5,75.9,83.9,23.1,44.9,
Estrada, Marco,462136,2015,3.13,71.1,19.6,27.6,27.7,70.8,81.7,80.1,21.8,49.6,
Carrasco, Carlos,471911,2015,3.63,68,18.1,38.1,44.8,54.5,69.7,80.9,28.5,52,
Anderson, Brett,474463,2015,3.69,62.3,9.3,30,33.7,65.1,67.2,88.1,17.3,46,
Ross, Tyson,475115,2015,3.26,60.9,16.4,28.9,53.4,44.9,73.4,82.4,30,43.2,
Niese, Jonathon,477003,2015,4.13,63.8,9.6,25.4,27.3,71.5,75.4,88.3,14.4,45.2,
Kershaw, Clayton,477132,2015,2.13,68.1,24,33.2,51.5,47.9,75.1,75.2,32.5,51.4,
Cashner, Andrew,488768,2015,4.34,64.1,12.7,28.5,34.1,64.8,78.8,86.6,19.6,45.6,
Miley, Wade,489119,2015,4.46,62,11.5,28.7,36.7,62.9,73.8,87.4,20.9,43.3,
Quintana, Jose,500779,2015,3.36,64.4,12.9,29.7,39.7,59.9,74.7,86.6,21.7,46.5,
Tillman, Chris,501957,2015,4.99,66.3,14.7,25.6,27.5,70.9,74.9,84.6,18.3,45.8,
Archer, Chris,502042,2015,3.23,63.4,19.1,31,51.2,47.9,72.6,80.4,29.7,47.2,
Gibson, Kyle,502043,2015,3.84,63,12.5,35.5,34.8,64.5,64.7,86.5,22.7,46.5,
Locke, Jeff,502046,2015,4.49,66.5,16.3,27.7,32.3,66,73.8,82.6,21.7,45.3,
Samardzija, Jeff,502188,2015,4.96,68.8,15.4,31.6,35.5,64.1,73.8,84.2,21.4,50.9,
Leake, Mike,502190,2015,3.70,65.6,6.6,29.1,31.1,68.2,82.9,91.8,14.5,46.8,
Santiago, Hector,502327,2015,3.59,63.2,18.3,23.9,30.3,68.6,74.7,81.6,21.4,44.1,
Salazar, Danny,517593,2015,3.45,68.4,19.8,31.3,38.3,60.6,69.4,79.1,25.6,50.1,
Bumgarner, Madison,518516,2015,2.93,69.1,17,32.8,46.4,52.7,73.1,82.2,26.8,50.5,
Harvey, Matt,518774,2015,2.71,63.7,19.8,32.3,40.6,57.8,70.9,78.9,26.4,48.5,
Heston, Chris,518790,2015,3.95,58.9,14.1,27.7,36.8,61.3,62.3,85,22.5,41.6,
Nelson, Jimmy,519076,2015,4.11,63.7,14.4,31.1,38.1,60,70.6,83.9,22.3,47.3,
Porcello, Rick,519144,2015,4.92,64,15.5,29.3,32.9,67.1,67.6,83.7,20.9,46.9,
Sale, Chris,519242,2015,3.41,67.2,26.4,32.6,44.9,54.9,73.6,73.4,32.7,49.4,
Zimmermann, Jordan,519455,2015,3.66,67.7,12.5,29.7,36.5,63.2,72.9,87.1,19.1,50,
De La Rosa, Rubby,523989,2015,4.67,68,18.5,31.1,37,62.6,78.6,80.6,24.5,48.9,
Teheran, Julio,527054,2015,4.04,66.8,19.1,27.6,40.1,58.8,71.9,79.7,25.8,45.9,
Ramirez, Erasmo,541640,2015,3.75,68,17.1,31.4,38.3,60.4,81.1,81.8,23.8,49.8,
Cole, Gerrit,543037,2015,2.60,66.3,13.5,30.2,43.5,55.3,81.6,85.3,22.8,48.3,
DeSclafani, Anthony,543101,2015,4.05,69,15.8,28.1,36.3,63.2,78.8,83.1,21.5,48.9,
Gray, Sonny,543243,2015,2.73,65.7,13.7,27.5,44.4,55.4,75.3,85.9,22.5,46.8,
Hendricks, Kyle,543294,2015,3.95,59.4,12.3,30.1,34,65.6,71.6,85.9,20.3,43.8,
Koehler, Tom,543408,2015,4.08,63.8,10.9,25.7,35,63.9,78.3,87.5,18,44.4,
McHugh, Collin,543521,2015,3.89,65.6,15.9,31.3,38.4,61.2,66,83.3,23.5,47.9,
Odorizzi, Jake,543606,2015,3.35,68.9,17,32.4,34.2,64.8,78.6,81.8,23.2,48.9,
Bauer, Trevor,545333,2015,4.55,66.1,13.2,25.8,45.5,54.2,74.5,86.2,22.6,45.3,
Ventura, Yordano,570649,2015,4.08,63.5,13.8,28.3,46.9,52.6,69.7,85.6,24.3,45.5,
Fiers, Mike,571666,2015,3.69,68,15.7,29.9,34,64.7,74,82.9,21.7,48,
Miller, Shelby,571946,2015,3.02,68,16,28.5,34.9,64,78,83.1,21.1,49.4,
Richards, Garrett,572070,2015,3.65,62.8,13.8,30,50,49.4,66.4,85.4,25.8,46.1,
Keuchel, Dallas,572971,2015,2.48,61.7,11.8,32.8,42,57.3,69.4,87.2,25,44.5,
Walker, Taijuan,592836,2015,4.56,65,17,30.4,37,62.2,72.4,81.9,23.3,47.8,
Martinez, Carlos,593372,2015,3.01,63.9,14.7,32.1,41.2,57.7,67.3,84.5,24,47.4,
deGrom, Jacob,594798,2015,2.54,69.6,19.4,34.2,42.5,56.9,81.9,79.9,27,51.9,
Wacha, Michael,608379,2015,3.38,70.4,17,29.4,32.8,66.3,76.8,82,21.3,50.8,
Chen, Wei-Yin,612672,2015,3.34,69.7,14.3,30.6,30.7,68.6,78,85.2,19,51.1,
Wood, Alex,622072,2015,3.84,63.7,12.9,26.5,35.1,63.3,72.5,86.3,19.5,45,
Greinke, Zack,425844,2018,3.21,62.6,19.2,31.6,36.2,63.5,67.2,80.4,25.9,45.3,
Hamels, Cole,430935,2018,3.78,68.6,17.7,29.3,46.3,52.9,78.9,81.7,26.9,47.8,
Verlander, Justin,434378,2018,2.52,68,25.8,31.2,46.9,52.3,78,73.8,31.6,51.2,
Kluber, Corey,446372,2018,2.89,64.3,14.1,33.6,50,50,75.3,85.4,26.9,48.2,
Shields, James,448306,2018,4.53,67.5,16.6,26.7,40.5,58.2,77.9,83,24.3,45.4,
Morton, Charlie,450203,2018,3.13,63.9,18.9,24.9,54.1,44.7,70.2,80.5,28.5,44.8,
Lester, Jon,452657,2018,3.32,68.1,14.2,22.7,36.7,61.7,80.9,84.7,20.3,44.3,
LeBlanc, Wade,453281,2018,3.72,64.2,17.2,30.1,30.6,68.4,76.5,82.3,21.7,46.2,
Scherzer, Max,453286,2018,2.53,69.7,25.9,32.2,51.2,48.6,71.6,73.3,33,52.4,
Arrieta, Jake,453562,2018,3.96,63.4,13.1,28.2,33,66,67.2,85.5,19.1,46.1,
Price, David,456034,2018,3.58,67.3,17.6,28.4,34.5,65,79.9,81.9,22.8,47.5,
Happ, J.A.,457918,2018,3.65,69.5,17.8,28.5,37.7,62.1,81.7,81.8,24.1,47.8,
Gonzalez, Gio,461829,2018,4.21,65.6,18.6,25.3,34.8,63.8,70.3,80.4,23.8,43.2,
Chacin, Jhoulys,468504,2018,3.50,62,13.1,24.2,42.5,56.7,74.5,86,21.2,43.4,
Carrasco, Carlos,471911,2018,3.38,67.7,19.1,33.9,58.2,41.5,69.2,80.4,33,49.7,
Quintana, Jose,500779,2018,4.03,62.2,13.2,25.1,37.4,62.1,74.9,85.5,20.6,42.8,
Gibson, Kyle,502043,2018,3.62,67.1,14.8,30,45.1,54.4,72.7,84,26.7,45.2,
Leake, Mike,502190,2018,4.36,68.2,10.3,30.3,32,68,77.1,89.3,16.7,49.7,
Holland, Derek,502706,2018,3.57,66.6,19.1,27.5,35.5,63.2,80,80.6,23.8,47,
Porcello, Rick,519144,2018,4.28,65.2,13.7,27.8,37.2,62.8,76.7,86,20.5,47.1,
Teheran, Julio,527054,2018,3.94,64.9,19.4,25.5,47.1,52.9,78.4,80.1,28.4,43.1,
Anderson, Tyler,542881,2018,4.55,69,17.7,26.9,46.6,52.1,74.6,81.9,25.2,49.1,
Cole, Gerrit,543037,2018,2.88,67.5,24.5,29.2,47.5,52.3,79.9,74.8,30.8,49.6,
Hendricks, Kyle,543294,2018,3.44,59.5,16,29.6,33.2,66.4,70.2,82,21.7,44.7,
Odorizzi, Jake,543606,2018,4.49,70.5,19.8,29.3,33.9,64.7,81.2,80,24.7,47.4,
Roark, Tanner,543699,2018,4.34,65.6,12.7,28.1,35.5,63.6,73.8,86.7,20.1,45.8,
Bauer, Trevor,545333,2018,2.21,62.7,19.7,28.9,55.1,44.9,76,80.1,31.5,45.1,
Wheeler, Zack,554430,2018,3.31,68.1,18.8,30.4,37.1,61.3,73.5,79.9,24.5,49.2,
Urena, Jose,570632,2018,3.98,70.6,16.3,28.2,28.3,70.7,75.9,82.9,20.2,47.5,
Boyd, Matthew,571510,2018,4.39,67.5,17,25.7,40.4,58.3,73,82.3,23.4,46.5,
Corbin, Patrick,571578,2018,3.15,65.8,20,34.8,53.4,46.3,72.2,78.2,34.3,47.6,
Fiers, Mike,571666,2018,3.56,65.2,14.6,27.4,31.9,67.2,80.5,84.6,19.8,46.6,
Heaney, Andrew,571760,2018,4.15,66.8,18.7,30.3,42.9,56.4,80.3,80.7,26.3,48.5,
Mikolas, Miles,571945,2018,2.83,68.9,14.4,34.1,33.2,65.6,76.6,84.9,20.2,52.5,
Keuchel, Dallas,572971,2018,3.74,65.5,12.1,29.1,33.3,65.9,65.5,87.6,19.7,45.3,
Foltynewicz, Mike,592314,2018,2.85,63.2,17.9,24.2,44.6,54.3,69.1,81,25.1,44,
Gausman, Kevin,592332,2018,3.92,69.4,17.8,30,39.9,59.4,76.5,81.9,24.7,49.3,
Gray, Jon,592351,2018,5.12,65.6,17.8,25.6,57.8,40.8,75,80.9,28.8,45.9,
Taillon, Jameson,592791,2018,3.20,67.3,16.9,30.9,39.2,58.8,70.6,82.4,23.8,49.3,
Williams, Trevor,592866,2018,3.11,67.4,13.1,28.1,31.2,66.8,78,86,18.7,47.2,
deGrom, Jacob,594798,2018,1.70,69.4,23.6,35,46.1,52.1,72.8,74.9,31,52.5,
Gonzales, Marco,594835,2018,4.00,64.8,17.2,32.9,28.3,71.2,73.1,82.3,21,48.4,
Junis, Jakob,596001,2018,4.37,64.2,11.9,29.4,44.3,54.2,73.7,87.1,22,46.9,
Pivetta, Nick,601713,2018,4.77,66.2,20.1,29.3,45.3,53.4,70.2,78.9,27.2,48.1,
Bundy, Dylan,605164,2018,5.45,68.5,19.6,30,45.4,54.6,74.1,79.7,26.8,50.3,
Clevinger, Mike,605182,2018,3.02,65.8,21.1,27.5,43.5,55.8,74.2,78.6,27.8,46.4,
Nola, Aaron,605400,2018,2.37,64.1,21.3,29.8,41.8,57.1,71.8,77.6,27.5,47.6,
Snell, Blake,605483,2018,1.89,63.9,22.7,30.8,54.1,45.7,76,76.8,34.6,45.4,
Freeland, Kyle,607536,2018,2.85,66.9,16.4,28.2,31.7,66.1,77,82.4,21.5,45.8,
Giolito, Lucas,608337,2018,6.13,63.1,14.5,24.8,38.2,60.7,67.4,85,21.4,43.4,
Marquez, German,608566,2018,3.77,65.3,17.5,28.2,54.6,44.2,73.9,81.4,28.1,47.4,
Berrios, Jose,621244,2018,3.84,66.5,17.7,30.5,42,55.9,73.7,81.6,25.6,47.9,
Castillo, Luis,622491,2018,4.30,68.9,22.3,29.6,43.8,56,67.9,76.9,28.6,49.6,
Severino, Luis,622663,2018,3.39,67.5,20.4,29.6,43.3,56.7,76.6,79.4,26.8,49.7,
Lopez, Reynaldo,625643,2018,3.91,68.2,16.6,25.9,33.8,66.2,78.1,83.3,21.3,47.4,
Godley, Zack,643327,2018,4.74,62.8,15.1,29.2,49.2,49.4,75,83.3,27.3,44.4,
Newcomb, Sean,656794,2018,3.90,66.8,19.5,24.9,37.2,60.9,76.5,80.1,24.7,44.6,
